ID,Checked,D_REVIEW_NOTES
1050,Agree,NA
1051,Unsure,I think it was actually degraded selective logging in 1999
1052,NA,NA
1053,Agree,NA
1054,NA,NA
1055,Agree,NA
1056,NA,NA
1057,NA,NA
1058,NA,NA
1059,NA,NA
1060,NA,NA
1061,NA,NA
1062,NA,NA
1063,Agree,NA
1064,Agree,NA
1065,NA,NA
1066,NA,NA
1067,NA,NA
1068,NA,NA
1069,Unsure,Not sure I see the degradation event
1070,NA,NA
1071,NA,NA
1072,NA,NA
1073,NA,NA
1074,NA,NA
1075,NA,NA
1076,NA,NA
1077,NA,NA
1078,Agree,NA
1079,Agree,NA
1080,Unsure,"I think this might have been cleared smallholder, not cleared abandoned"
1081,Agree,NA
1082,Agree,NA
1083,NA,NA
1084,NA,NA
1085,Agree,NA
1086,NA,NA
1087,NA,NA
1088,NA,NA
1089,NA,NA
1090,NA,NA
1091,NA,NA
1092,NA,NA
1093,Agree,NA
1094,NA,NA
1095,NA,NA
1096,NA,NA
1097,NA,NA
1098,NA,NA
1099,Agree,NA
1100,Agree,NA
1101,NA,NA
1102,Agree,NA
1103,Agree,NA
1104,Agree,NA
1105,NA,NA
1106,Agree,NA
1107,NA,NA
1108,Agree,NA
1109,NA,NA
1110,NA,NA
1111,NA,NA
1112,NA,NA
1113,Agree,NA
1114,NA,NA
1115,Agree,NA
1116,NA,NA
1117,Agree,NA
1118,NA,NA
1119,Agree,NA
1120,NA,NA
1121,Unsure,Could be intact
1122,NA,NA
1123,NA,NA
1124,NA,NA
1125,NA,NA
1126,NA,NA
1127,Agree,NA
1128,NA,NA
1129,NA,NA
1130,NA,NA
1131,Agree,NA
1132,NA,NA
1133,NA,NA
1134,Agree,NA
1135,Agree,NA
1136,Agree,NA
1137,Agree,NA
1138,Agree,NA
1139,NA,NA
1140,NA,NA
1141,Agree,NA
1142,Unsure,Either cleared by fire or dried in 2016
1143,NA,NA
1144,NA,NA
1145,NA,NA
1146,NA,NA
1147,NA,NA
1148,NA,NA
1149,NA,NA
1150,NA,NA
1151,NA,NA
1152,Unsure,Possible 1999 was fire degradation (or clearing?)
1153,NA,NA
1154,NA,NA
1155,NA,NA
1156,NA,NA
1157,NA,NA
1158,NA,NA
1159,NA,NA
1160,NA,NA
1161,NA,NA
1162,Agree,NA
1163,NA,NA
1164,NA,NA
1165,Agree,NA
1166,Agree,NA
1167,NA,NA
1168,NA,NA
1169,NA,NA
1170,NA,NA
1171,Recommend change,Agree with 1998 degradation (though might have been from fire); either cleared or degraded nearby clearing in 2009
1172,NA,NA
1173,NA,NA
1174,NA,NA
1175,NA,NA
1176,NA,NA
1177,NA,NA
1178,NA,NA
1179,Agree,NA
1180,NA,NA
1181,NA,NA
1182,NA,NA
1183,NA,NA
1184,NA,NA
1185,NA,NA
1186,NA,NA
1187,NA,NA
1188,NA,NA
1189,Agree,NA
1190,NA,NA
1191,NA,NA
1192,NA,NA
1193,Agree,NA
1194,Agree,NA
1195,Unsure,I think fire might be more likely than natural disturbance in 1998
1196,NA,NA
1197,Agree,NA
1198,NA,NA
1199,NA,NA
1200,Agree,NA
1201,Agree,NA
1202,Unsure,I think this is more likely selective logging
1203,Agree,NA
1204,Agree,NA
1205,NA,NA
1206,Agree,NA
1207,Agree,NA
1208,Agree,NA
1209,NA,NA
1210,NA,NA
1211,NA,NA
1212,NA,NA
1213,NA,NA
1214,NA,NA
1215,NA,NA
1216,NA,NA
1217,NA,NA
1218,NA,NA
1219,Agree,NA
1220,NA,NA
1221,Agree,NA
1222,Recommend change,Non forest
1223,NA,NA
1224,Agree,NA
1225,Agree,NA
1226,NA,NA
1227,Recommend change,"Agree with clearing events, pixel also degraded - nearby clearing in 1994"
1228,NA,NA
1229,NA,NA
1230,Agree,NA
1231,NA,NA
1232,NA,NA
1233,NA,NA
1234,NA,NA
1235,NA,NA
1236,Agree,NA
1237,NA,NA
1238,Unsure,May have been degraded in 2016
1239,Agree,NA
1240,Unsure,Possibly forested?
1241,NA,NA
1242,NA,NA
1243,NA,NA
1244,NA,NA
1245,Recommend change,"Intact, no change"
1246,NA,NA
1247,NA,NA
1248,NA,NA
1249,NA,NA
1250,NA,NA
1251,Unsure,Could be intact
1252,NA,NA
1253,Unsure,Not sure if this was really degradation
1254,NA,NA
1255,NA,NA
1256,NA,NA
1257,Agree,NA
1258,Agree,NA
1259,Recommend change,Degraded due to nearby clearing by end of the study period (possibly already degraded in 1990)
1260,NA,NA
1261,Agree,NA
1262,NA,NA
1263,Agree,NA
1264,Agree,NA
1265,Agree,NA
1266,NA,NA
1267,NA,NA
1268,Agree,NA
1269,NA,NA
1270,NA,NA
1271,NA,NA
1272,NA,NA
1273,Recommend change,"Intact, no change"
1274,NA,NA
1275,NA,NA
1276,NA,NA
1277,NA,NA
1278,NA,NA
1279,NA,NA
1280,Agree,NA
1281,NA,NA
1282,Unsure,Possibly forested?
1283,Agree,NA
1284,NA,NA
1285,NA,NA
1286,NA,NA
1287,Agree,NA
1288,NA,NA
1289,NA,NA
1290,NA,NA
1291,NA,NA
1292,NA,NA
1293,NA,NA
1294,NA,NA
1295,NA,NA
1296,NA,NA
1297,Unsure,Possible this is intact
1298,NA,NA
1299,NA,NA
1300,Agree,NA
1301,Agree,NA
1302,Agree,NA
1303,NA,NA
1304,NA,NA
1305,NA,NA
1306,NA,NA
1307,Agree,NA
1308,NA,NA
1309,NA,NA
1310,NA,NA
1311,Agree,NA
1312,NA,NA
1313,Agree,NA
1314,NA,NA
1315,NA,NA
1316,NA,NA
1317,NA,NA
1318,Agree,NA
1319,NA,NA
1320,NA,NA
1321,NA,NA
1322,Agree,NA
1323,Agree,NA
1324,NA,NA
1325,Unsure,I think this might have been intact forest in 1990; agree with degradation events
1326,Agree,NA
1327,NA,NA
1328,Agree,NA
1329,NA,NA
1330,NA,NA
1331,Agree,NA
1332,Agree,NA
1333,NA,NA
1334,Unsure,Not sure about either degradation event
1335,NA,NA
1336,Unsure,Cleared road?
1337,Recommend change,I think selective logging was the driver
1338,Agree,NA
1339,NA,NA
1340,NA,NA
1341,NA,NA
1342,NA,NA
1343,NA,NA
1344,NA,NA
1345,NA,NA
1346,NA,NA
1347,NA,NA
1348,NA,NA
1349,NA,NA
1350,Unsure,Probably intact?
1351,Agree,NA
1352,NA,NA
1353,Agree,NA
1354,NA,NA
1355,NA,NA
1356,Recommend change,Degradation not visible until 1999
1357,NA,NA
1358,NA,NA
1359,NA,NA
1360,Recommend change,"I think this pixel was just degraded in 1998, never cleared"
1361,NA,NA
1362,NA,NA
1363,NA,NA
1364,Agree,NA
1365,NA,NA
1366,NA,NA
1367,Agree,NA
1368,Recommend change,"Cleared again in 2016, also not sure if this was abandoned or cleared - other"
1369,Agree,NA
1370,NA,NA
1371,Agree,NA
1372,Unsure,"Agree with 2003, not sure about 2016"
1373,NA,NA
1374,NA,NA
1375,NA,NA
1376,NA,NA
1377,NA,NA
1378,Agree,NA
1379,Agree,NA
1380,Agree,NA
1381,NA,NA
1382,Agree,NA
1383,Recommend change,I don't think the pixel was actually cleared
