USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1064,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1991,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,No edits needed,,Irian Jaya,1080,Primary degraded,High,Hutan Sekunder,CLEAR_AB,High,1998,1997,Degraded - Nearby clearing,High,2009,2008,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - minor,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_NON,COMMISSION,YES,No edits needed,,Irian Jaya,1081,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,AGREE_FOR,YES,No edits needed,,Irian Jaya,1102,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2015,2014,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1996,Yes,High,Disagree - minor,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,Edited entry,,Irian Jaya,1104,Non Forest,High,Belukar Rawa,CLEAR_AB,High,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1990,Yes,Low,Disagree - major,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,COMMISSION,YES,Edited entry,,Irian Jaya,1107,Primary intact,High,Hutan Rawa Primer,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1994,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,No edits needed,,Irian Jaya,1108,Primary intact,High,Hutan Rawa Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1111,Non Forest,High,Lahan Terbuka,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1995,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Irian Jaya,1113,Non Forest,Low,Belukar Rawa,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1999,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Irian Jaya,1117,Non Forest,High,Belukar Rawa,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,Edited entry,,Irian Jaya,1119,Non Forest,High,Air,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1995,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,COMMISSION,YES,Edited entry,,Irian Jaya,1121,Primary degraded,High,Hutan Sekunder,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1995,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1134,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Disagree - minor,NA,Sample complete!,,,,NA,NA,NA,NA,Diana edited
Yazid checked,Yazid checked,OMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1136,Primary intact,High,Hutan Primer,CLEAR_PE,High,1999,1997,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1995,Yes,High,Agree,NA,,,"cleared in 1998, but no image in 1998",,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,No edits needed,,Irian Jaya,1138,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1997,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,No edits needed,,Irian Jaya,1142,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,No edits needed,,Irian Jaya,1152,Primary degraded,High,Hutan Sekunder,DEG_ND,High,1999,1997,Degraded - Natural disturbance,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1162,Non Forest,Low,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Irian Jaya,1171,Primary degraded,High,Hutan Sekunder,DEG_ND,High,1998,1997,Degraded - Natural disturbance,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,Edited entry,,Irian Jaya,1189,Non Forest,High,Belukar Rawa,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1193,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1194,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1991,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,No edits needed,,Irian Jaya,1195,Primary degraded,High,Hutan Rawa Sekunder,DEG_ND,High,1998,1997,Degraded - Natural disturbance,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1203,Primary intact,Low,Belukar,CLEAR_AB,High,1998,1996,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1996,Yes,High,Disagree - minor,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,No edits needed,,Irian Jaya,1938,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,COMMISSION,YES,No edits needed,,Irian Jaya,1940,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1991,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1946,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_NON,COMMISSION,YES,No edits needed,,Irian Jaya,1947,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1998,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,Edited entry,,Irian Jaya,1957,Primary degraded,High,Hutan Rawa Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1968,Non Forest,High,Hutan Sekunder,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1997,No,High,Disagree - major,NA,river,it is land from sedimentation of river banks,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,1993,Non Forest,Low,Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1994,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Irian Jaya,2002,Non Forest,Low,Belukar,CLEAR_AB,High,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1993,Yes,High,Disagree - minor,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,2021,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,AGREE_FOR,YES,No edits needed,,Irian Jaya,2031,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2004,2003,Degraded - Nearby clearing,High,2014,2013,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1995,Yes,High,Disagree - minor,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,Edited entry,,Irian Jaya,2032,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2004,2003,Degraded - Selective Logging,Low,2016,2015,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1992,Yes,High,Disagree - minor,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,2037,Non Forest,High,Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,Edited entry,,Irian Jaya,2038,Non Forest,High,Hutan Rawa Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,No edits needed,,Irian Jaya,2042,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,Edited entry,,Irian Jaya,2060,Non Forest,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1995,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Irian Jaya,2069,Non Forest,Low,Hutan Rawa Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1999,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,COMMISSION,YES,No edits needed,,Irian Jaya,2083,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,AGREE_FOR,YES,No edits needed,,Irian Jaya,2084,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_NON,COMMISSION,YES,No edits needed,,Irian Jaya,2109,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1993,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,No edits needed,,Irian Jaya,2132,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2010,2009,Degraded - Nearby clearing,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,Yes,High,Disagree - major,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,No edits needed,,Irian Jaya,2162,Primary intact,High,Hutan Sekunder,DEG_SL,High,2000,1996,Degraded - Selective Logging,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1996,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,COMMISSION,YES,No edits needed,,Irian Jaya,2165,Non Forest,High,Air,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,AGREE_NON,YES,No edits needed,,Irian Jaya,2172,Primary intact,High,Perkebunan,CLEAR_PE,High,2000,1994,Cleared - Abandoned/transitional,High,2005,2004,Cleared - Palm estates,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,Yes,High,Disagree - minor,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Jawa,2178,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Jawa,2180,Non Forest,Low,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,No,High,Disagree - major,NA,no data until 1994,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,COMMISSION,AGREE_NON,YES,No edits needed,,Jawa,2181,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1996,No,High,Agree,NA,Sample complete!,,,,NA,NA,NA,NA,trees mis with agriculture
Yazid checked,Yazid checked,AGREE_NON,COMMISSION,YES,Edited entry,,Jawa,2184,Primary degraded,High,Hutan Sekunder,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1990,No,Low,Disagree - major,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,AGREE_FOR,OMISSION,YES,No edits needed,,Jawa,2195,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1994,Yes,High,Disagree - minor,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Jawa,2200,Non Forest,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1996,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Jawa,2221,Non Forest,High,Pertanian Lahan Kering,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1994,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,AGREE_FOR,YES,No edits needed,,Jawa,2230,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1990,Yes,High,Agree,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Jawa,2235,Non Forest,High,Hutan Sekunder,DEG_NE,High,NA,NA,NA,NA,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1994,Yes,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,AGREE_NON,YES,Edited entry,,Jawa,2241,Non Forest,High,Hutan Tanaman,CLEAR_TP,High,NA,NA,NA,NA,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1990,Yes,Low,Disagree - major,NA,,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Jawa,2244,Non Forest,High,Sawah,CLEAR_OT,High,NA,NA,NA,NA,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Jawa,2417,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,NA,NA,,,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,NA,,,Nearby clearing for smallholder landuse,Nearby clearing for smallholder landuse,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,OMISSION,YES,Edited entry,,Jawa,2422,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
Yazid checked,Yazid checked,OMISSION,AGREE_NON,YES,No edits needed,,Jawa,2429,Primary degraded,High,Belukar,CLEAR_OT,High,2000,1999,Cleared - Other,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,No,High,Disagree - major,NA,Sample complete!,,,,NA,NA,NA,NA,
