ISLAND,ID,X1990_LC,X1990_CONF,X1990_NOTES,CH1_YR,CH1_PCF,CH1_TYPE,CH1_CONF,CH1_NOTES,CH2_YR,CH2_PCF,CH2_TYPE,CH2_CONF,CH2_NOTES,CH3_YR,CH3_PCF,CH3_TYPE,CH3_CONF,CH3_NOTES,CH4_YR,CH4_PCF,CH4_TYPE,CH4_CONF,CH4_NOTES,CH5_YR,CH5_PCF,CH5_TYPE,CH5_CONF,CH5_NOTES,CH6_YR,CH6_PCF,CH6_TYPE,CH6_CONF,CH6_NOTES,KLHK_LU,FY_CF,SPOT,HIGHRES_GE,USER,AGREE_DISAGREE,CONF_FINAL,CLASS_NOTES,NOTES_FINAL,CHANGE_E_CONF,Editor,DISAG_EDITS,DISAG_NOTES,Checked,D_REVIEW_NOTES,FINAL_LU_UMD,NUM_CHANGE,TRAJECTORY,CLEAR_YR_FIRST,CLEAR_TYPE_FIRST,DEG_YR_FIRST,DEG_TYPE_FIRST
Irian_Jaya,652,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,Yes,2012,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,677,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,No,none,Anna checked,Disagree - major,H,in Landsat 2016,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,680,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Rawa,1990,No,none,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,691,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1990,Yes,none,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,No edits needed,"wetland forest, lower area",Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,700,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Mangrove,1991,Yes,none,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1225,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1234,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,Yes,none,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,Edited entry,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1257,Primary degraded,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1990,Yes,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,wetland forest,Agree,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Irian_Jaya,1264,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,No,2015,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1277,Primary degraded,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,1995,Yes,2012,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Not checked,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Irian_Jaya,1290,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Air,1991,Yes,2014,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,No edits needed,edge the water,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1322,Primary intact,L,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1990,Yes,none,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1326,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,Yes,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1353,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,Yes,none,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1364,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1991,Yes,none,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1367,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,1990,Yes,2010,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1379,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Rawa,1990,Yes,none,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1402,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1990,Yes,none,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1410,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1990,Yes,none,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1416,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1995,Yes,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1417,Primary degraded,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,1993,Yes,none,Anna checked,Disagree - minor,H,Data landsat tahun 1990-1992 tidak dapat di interprestasi,NA,H,Anna checked,No edits needed,wetland forest,Agree,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Irian_Jaya,1442,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Rawa,1990,No,none,Anna checked,Disagree - minor,H,"Data Spot tidak ada nilai pada sample piksel, interprestasi berdasarkan Google Earth",NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Jawa,2261,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,1990,Yes,2017,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Jawa,2291,Non forest,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,1994,Yes,2016,Anna checked,Disagree - major,H,jati,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Jawa,2641,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1997,Yes,2016,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,seasonal climate in east Java,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Jawa,2646,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1994,Yes,2016,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Jawa,2649,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,1994,Yes,2016,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Jawa,2660,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1994,No,2016,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,seasonal climate in east Java,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Jawa,2691,Primary degraded,L,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1994,Yes,2016,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Jawa,2712,Non forest,L,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1994,Yes,2016,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3810,Non forest,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Sawah,1990,Yes,2014,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3819,Non forest,H,No clear image until 1998,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1995,No,none,Anna checked,Agree,H,NA,NA,L,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3826,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,1991,Yes,none,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3827,Primary degraded,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1990,Yes,2015,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Kalimantan,3829,Non forest,H,Jalan logging,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1990,Yes,none,Anna checked,Disagree - major,H,NA,the lastland cover adalah sesuai dengan kelas hutan sekunder (KLHK),H,Anna checked,No edits needed,forest in the edge,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3837,Non forest,L,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1991,Yes,none,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3858,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,No,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,in the edge,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3864,Non forest,L,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1990,Yes,2013,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3878,Non forest,L,image 1990-1993 not available,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,1990,Yes,2014,Anna checked,Disagree - major,H,rubber,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3882,Primary intact,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,No,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Kalimantan,3901,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,1990,Yes,2015,Anna checked,Agree,H,rubber,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3906,Non forest,L,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1990,Yes,2010,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3925,Non forest,L,image 1990-1993 not available,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,1994,Yes,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,pixel in the edge of river,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3926,Primary degraded,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,1992,Yes,2013,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,wetland forest,Agree,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Kalimantan,3927,Non forest,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1991,No,none,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3938,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pemukiman,1993,Yes,2011,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,3952,Non forest,H,No free cloud image during 1990-1995,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Lahan Terbuka,1996,Yes,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,4699,Non forest,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1994,Yes,2017,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,4704,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,Yes,2013,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,4708,Non forest,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,1990,Yes,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,4735,Non forest,L,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,1993,No,none,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,4763,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,1990,No,2015,Anna checked,Disagree - major,H,rubber,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,4778,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,Yes,none,Anna checked,Disagree - major,H,NA,possibility clearing 1988 (fire),H,Anna checked,Edited entry,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Kalimantan,4816,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Lahan Terbuka,1992,Yes,none,Anna checked,Agree,H,NA,NA,H,Anna checked,No edits needed,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,4819,Non forest,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1990,Yes,2012,Anna checked,Disagree - minor,H,NA,NA,H,Anna checked,Edited entry,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Kalimantan,4822,Primary intact,L,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,No,none,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,forest in karst area,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Kalimantan,4824,Non forest,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,1991,Yes,none,Anna checked,Disagree - major,H,NA,NA,H,Anna checked,Edited entry,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
